Gene Symbol,Description,Ensembl ID,Entrez ID,Vision,Auditory,Olfactory,Touch,Gene_hgnc
EPN1,Epsin 1,ENSG00000063245,29924,no,no,yes,no,EPN1
ERBB3,Erb-B2 Receptor Tyrosine Kinase 3,ENSG00000065361,2065,yes,yes,yes,yes,ERBB3
ERC2,ELKS/RAB6-Interacting/CAST Family Member 2,ENSG00000187672,26059,no,no,yes,no,ERC2
ESD,Esterase D,ENSG00000139684,2098,no,no,yes,no,ESD
ESRRB,Estrogen Related Receptor Beta,ENSG00000119715,2103,yes,yes,yes,no,ESRRB
ETFBKMT,Electron Transfer Flavoprotein Subunit Beta Lysine Methyltransferase,ENSG00000139160,254013,no,no,yes,no,ETFBKMT
ETV1,ETS Variant Transcription Factor 1,ENSG00000006468,2115,yes,no,yes,no,ETV1
EVC2,EvC Ciliary Complex Subunit 2,ENSG00000173040,132884,yes,no,yes,no,EVC2
EYA1,EYA Transcriptional Coactivator And Phosphatase 1,ENSG00000104313,2138,yes,yes,yes,no,EYA1
EYA4,EYA Transcriptional Coactivator And Phosphatase 4,ENSG00000112319,2070,no,yes,yes,no,EYA4
F2,"Coagulation Factor II, Thrombin",ENSG00000180210,2147,no,no,yes,no,F2
FA2H,Fatty Acid 2-Hydroxylase,ENSG00000103089,79152,yes,yes,yes,no,FA2H
FAH,Fumarylacetoacetate Hydrolase,ENSG00000103876,2184,yes,yes,yes,no,FAH
FAM124B,Family With Sequence Similarity 124 Member B,ENSG00000124019,79843,no,no,yes,no,FAM124B
FAM149B1,Family With Sequence Similarity 149 Member B1,ENSG00000138286,317662,yes,yes,yes,no,FAM149B1
FAM219A,Family With Sequence Similarity 219 Member A,ENSG00000164970,203259,no,no,yes,no,FAM219A
FAM219B,Family With Sequence Similarity 219 Member B,ENSG00000178761,57184,no,no,yes,no,FAM219B
FANCI,FA Complementation Group I,ENSG00000140525,55215,yes,yes,yes,no,FANCI
FAT4,FAT Atypical Cadherin 4,ENSG00000196159,79633,yes,yes,yes,no,FAT4
FBN1,Fibrillin 1,ENSG00000166147,2200,yes,yes,yes,yes,FBN1
FBN2,Fibrillin 2,ENSG00000138829,2201,yes,no,yes,no,FBN2
FBXO46,F-Box Protein 46,ENSG00000177051,23403,no,no,yes,no,FBXO46
FBXO7,F-Box Protein 7,ENSG00000100225,25793,yes,no,yes,no,FBXO7
FDX1,Ferredoxin 1,ENSG00000137714,2230,no,no,yes,no,FDX1
FEZF1,FEZ Family Zinc Finger 1,ENSG00000128610,389549,yes,yes,yes,no,FEZF1
FGF1,Fibroblast Growth Factor 1,ENSG00000113578,2246,yes,no,yes,no,FGF1
FGF10,Fibroblast Growth Factor 10,ENSG00000070193,2255,yes,yes,yes,no,FGF10
FGF17,Fibroblast Growth Factor 17,ENSG00000158815,8822,yes,yes,yes,no,FGF17
FGF18,Fibroblast Growth Factor 18,ENSG00000156427,8817,yes,no,yes,no,FGF18
FGF2,Fibroblast Growth Factor 2,ENSG00000138685,2247,yes,no,yes,no,FGF2
FGF20,Fibroblast Growth Factor 20,ENSG00000078579,26281,no,no,yes,no,FGF20
FGF22,Fibroblast Growth Factor 22,ENSG00000070388,27006,no,no,yes,no,FGF22
FGF3,Fibroblast Growth Factor 3,ENSG00000186895,2248,yes,yes,yes,no,FGF3
FGF4,Fibroblast Growth Factor 4,ENSG00000075388,2249,no,no,yes,no,FGF4
FGF5,Fibroblast Growth Factor 5,ENSG00000138675,2250,no,no,yes,no,FGF5
FGF6,Fibroblast Growth Factor 6,ENSG00000111241,2251,no,no,yes,no,FGF6
FGF7,Fibroblast Growth Factor 7,ENSG00000140285,2252,no,no,yes,no,FGF7
FGF8,Fibroblast Growth Factor 8,ENSG00000107831,2253,yes,yes,yes,no,FGF8
FGF9,Fibroblast Growth Factor 9,ENSG00000102678,2254,yes,yes,yes,no,FGF9
FGFR1,Fibroblast Growth Factor Receptor 1,ENSG00000077782,2260,yes,yes,yes,no,FGFR1
FGFR2,Fibroblast Growth Factor Receptor 2,ENSG00000066468,2263,yes,yes,yes,no,FGFR2
FGFR3,Fibroblast Growth Factor Receptor 3,ENSG00000068078,2261,yes,yes,yes,yes,FGFR3
FGR,"FGR Proto-Oncogene, Src Family Tyrosine Kinase",ENSG00000000938,2268,no,no,yes,no,FGR
FHIP1B,FHF Complex Subunit HOOK Interacting Protein 1B,ENSG00000051009,84067,yes,no,yes,no,FHIP1B
FIBP,FGF1 Intracellular Binding Protein,ENSG00000172500,9158,yes,yes,yes,no,FIBP
FIG4,FIG4 Phosphoinositide 5-Phosphatase,ENSG00000112367,9896,yes,yes,yes,yes,FIG4
FILIP1,Filamin A Interacting Protein 1,ENSG00000118407,27145,yes,no,yes,no,FILIP1
FIS1,"Fission, Mitochondrial 1",ENSG00000214253,51024,no,no,yes,no,FIS1
FKBP8,FKBP Prolyl Isomerase 8,ENSG00000105701,23770,no,no,yes,no,FKBP8
FLRT3,Fibronectin Leucine Rich Transmembrane Protein 3,ENSG00000125848,23767,yes,yes,yes,no,FLRT3
FMO3,Flavin Containing Dimethylaniline Monoxygenase 3,ENSG00000007933,2328,yes,no,yes,no,FMO3
FN1,Fibronectin 1,ENSG00000115414,2335,yes,no,yes,no,FN1
FNBP1,Formin Binding Protein 1,ENSG00000187239,23048,no,no,yes,no,FNBP1
FOXA2,Forkhead Box A2,ENSG00000125798,3170,no,yes,yes,no,FOXA2
FOXG1,Forkhead Box G1,ENSG00000176165,2290,yes,no,yes,yes,FOXG1
FOXH1,Forkhead Box H1,ENSG00000160973,8928,yes,yes,yes,no,FOXH1
FOXL2,Forkhead Box L2,ENSG00000183770,668,yes,no,yes,no,FOXL2
FOXN1,Forkhead Box N1,ENSG00000109101,8456,yes,yes,yes,no,FOXN1
FOXP1,Forkhead Box P1,ENSG00000114861,27086,yes,no,yes,no,FOXP1
FOXP2,Forkhead Box P2,ENSG00000128573,93986,yes,yes,yes,no,FOXP2
FRAS1,Fraser Extracellular Matrix Complex Subunit 1,ENSG00000138759,80144,yes,yes,yes,no,FRAS1
FRS3,Fibroblast Growth Factor Receptor Substrate 3,ENSG00000137218,10817,no,no,yes,no,FRS3
FSHB,Follicle Stimulating Hormone Subunit Beta,ENSG00000131808,2488,yes,no,yes,no,FSHB
FSHR,Follicle Stimulating Hormone Receptor,ENSG00000170820,2492,no,yes,yes,no,FSHR
FUT1,Fucosyltransferase 1 (H Blood Group),ENSG00000174951,2523,no,no,yes,no,FUT1
FUZ,Fuzzy Planar Cell Polarity Protein,ENSG00000010361,80199,no,no,yes,no,FUZ
G6PC1,Glucose-6-Phosphatase Catalytic Subunit 1,ENSG00000131482,2538,yes,yes,yes,no,G6PC1
GABARAP,GABA Type A Receptor-Associated Protein,ENSG00000170296,11337,no,no,yes,no,GABARAP
GABARAPL1,GABA Type A Receptor Associated Protein Like 1,ENSG00000139112,23710,no,no,yes,no,GABARAPL1
GABARAPL2,GABA Type A Receptor Associated Protein Like 2,ENSG00000034713,11345,no,no,yes,no,GABARAPL2
GAK,Cyclin G Associated Kinase,ENSG00000178950,2580,no,no,yes,no,GAK
GAS1,Growth Arrest Specific 1,ENSG00000180447,2619,yes,yes,yes,no,GAS1
GATA4,GATA Binding Protein 4,ENSG00000136574,2626,yes,no,yes,no,GATA4
GBA1,Glucosylceramidase Beta 1,ENSG00000177628,2629,yes,yes,yes,no,GBA1
GBX2,Gastrulation Brain Homeobox 2,ENSG00000168505,2637,no,no,yes,no,GBX2
GDF6,Growth Differentiation Factor 6,ENSG00000156466,392255,yes,yes,yes,yes,GDF6
GEM,GTP Binding Protein Overexpressed In Skeletal Muscle,ENSG00000164949,2669,no,no,yes,no,GEM
GEMIN7,Gem Nuclear Organelle Associated Protein 7,ENSG00000142252,79760,no,no,yes,no,GEMIN7
GFRA1,GDNF Family Receptor Alpha 1,ENSG00000151892,2674,yes,no,yes,no,GFRA1
GFRA2,GDNF Family Receptor Alpha 2,ENSG00000168546,2675,yes,no,yes,no,GFRA2
GFY,Golgi Associated Olfactory Signaling Regulator,ENSG00000261949,100507003,no,no,yes,no,GFY
GIGYF1,GRB10 Interacting GYF Protein 1,ENSG00000146830,64599,yes,yes,yes,no,GIGYF1
GIGYF2,GRB10 Interacting GYF Protein 2,ENSG00000204120,26058,yes,yes,yes,no,GIGYF2
GIMAP8,"GTPase, IMAP Family Member 8",ENSG00000171115,155038,no,no,yes,no,GIMAP8
GJB2,Gap Junction Protein Beta 2,ENSG00000165474,2706,yes,yes,yes,no,GJB2
GLCE,Glucuronic Acid Epimerase,ENSG00000138604,26035,no,no,yes,no,GLCE
GLI1,GLI Family Zinc Finger 1,ENSG00000111087,2735,yes,no,yes,no,GLI1
GLI2,GLI Family Zinc Finger 2,ENSG00000074047,2736,yes,yes,yes,no,GLI2
GLI3,GLI Family Zinc Finger 3,ENSG00000106571,2737,yes,yes,yes,no,GLI3
GLI4,GLI Family Zinc Finger 4,ENSG00000250571,2738,no,no,yes,no,GLI4
GLIS1,GLIS Family Zinc Finger 1,ENSG00000174332,148979,no,no,yes,no,GLIS1
GMEB1,Glucocorticoid Modulatory Element Binding Protein 1,ENSG00000162419,10691,no,no,yes,no,GMEB1
GNAL,G Protein Subunit Alpha L,ENSG00000141404,2774,yes,no,yes,no,GNAL
GNAS,GNAS Complex Locus,ENSG00000087460,2778,yes,yes,yes,yes,GNAS
GNRH1,Gonadotropin Releasing Hormone 1,ENSG00000147437,2796,yes,yes,yes,no,GNRH1
GNRH2,Gonadotropin Releasing Hormone 2,ENSG00000125787,2797,no,no,yes,no,GNRH2
GNRHR,Gonadotropin Releasing Hormone Receptor,ENSG00000109163,2798,yes,yes,yes,no,GNRHR
GOLM1,Golgi Membrane Protein 1,ENSG00000135052,51280,no,no,yes,no,GOLM1
GOLPH3,Golgi Phosphoprotein 3,ENSG00000113384,64083,no,no,yes,no,GOLPH3
GOSR2,Golgi SNAP Receptor Complex Member 2,ENSG00000108433,9570,yes,yes,yes,no,GOSR2
GP1BB,Glycoprotein Ib Platelet Subunit Beta,ENSG00000203618,2812,yes,yes,yes,no,GP1BB
GPR148,G Protein-Coupled Receptor 148,ENSG00000173302,344561,no,no,yes,no,GPR148
GPR161,G Protein-Coupled Receptor 161,ENSG00000143147,23432,no,no,yes,no,GPR161
GPR37,G Protein-Coupled Receptor 37,ENSG00000170775,2861,no,no,yes,no,GPR37
GPSM2,G Protein Signaling Modulator 2,ENSG00000121957,29899,no,yes,yes,no,GPSM2
GPT,Glutamic--Pyruvic Transaminase,ENSG00000167701,2875,no,no,yes,no,GPT
GPT2,Glutamic--Pyruvic Transaminase 2,ENSG00000166123,84706,no,yes,yes,no,GPT2
GPX6,Glutathione Peroxidase 6,ENSG00000198704,257202,no,no,yes,no,GPX6
GRB2,Growth Factor Receptor Bound Protein 2,ENSG00000177885,2885,no,no,yes,no,GRB2
GRK1,G Protein-Coupled Receptor Kinase 1,ENSG00000185974,6011,yes,no,yes,no,GRK1
GRK7,G Protein-Coupled Receptor Kinase 7,ENSG00000114124,131890,yes,no,yes,no,GRK7
GSG1L2,GSG1 Like 2,ENSG00000214978,644070,no,no,yes,no,GSG1L2
GSR,Glutathione-Disulfide Reductase,ENSG00000104687,2936,no,no,yes,no,GSR
GSX2,GS Homeobox 2,ENSG00000180613,170825,no,no,yes,no,GSX2
GUCY2D,"Guanylate Cyclase 2D, Retinal",ENSG00000132518,3000,yes,yes,yes,yes,GUCY2D
HAMP,Hepcidin Antimicrobial Peptide,ENSG00000105697,57817,yes,no,yes,no,HAMP
HAS2,Hyaluronan Synthase 2,ENSG00000170961,3037,no,no,yes,no,HAS2
HBB,Hemoglobin Subunit Beta,ENSG00000244734,3043,yes,yes,yes,no,HBB
HBE1,Hemoglobin Subunit Epsilon 1,ENSG00000213931,3046,yes,no,yes,no,HBE1
HBG2,Hemoglobin Subunit Gamma 2,ENSG00000196565,3048,yes,no,yes,no,HBG2
HCRT,Hypocretin Neuropeptide Precursor,ENSG00000161610,3060,yes,no,yes,yes,HCRT
HDAC1,Histone Deacetylase 1,ENSG00000116478,3065,no,no,yes,no,HDAC1
HDAC4,Histone Deacetylase 4,ENSG00000068024,9759,yes,yes,yes,yes,HDAC4
HESX1,HESX Homeobox 1,ENSG00000163666,8820,yes,yes,yes,no,HESX1
HFE,Homeostatic Iron Regulator,ENSG00000010704,3077,yes,yes,yes,yes,HFE
HHAT,Hedgehog Acyltransferase,ENSG00000054392,55733,yes,no,yes,no,HHAT
HHIP,Hedgehog Interacting Protein,ENSG00000164161,64399,no,no,yes,no,HHIP
HIP1R,Huntingtin Interacting Protein 1 Related,ENSG00000130787,9026,no,no,yes,no,HIP1R
HIRA,Histone Cell Cycle Regulator,ENSG00000100084,7290,yes,yes,yes,no,HIRA
HMBS,Hydroxymethylbilane Synthase,ENSG00000256269,3145,yes,yes,yes,yes,HMBS
HOXA13,Homeobox A13,ENSG00000106031,3209,yes,yes,yes,no,HOXA13
HOXD13,Homeobox D13,ENSG00000128714,3239,no,no,yes,no,HOXD13
HRAS,"HRas Proto-Oncogene, GTPase",ENSG00000174775,3265,yes,yes,yes,yes,HRAS
HS6ST1,Heparan Sulfate 6-O-Sulfotransferase 1,ENSG00000136720,9394,yes,yes,yes,no,HS6ST1
HSP90AB1,Heat Shock Protein 90 Alpha Family Class B Member 1,ENSG00000096384,3326,no,no,yes,no,HSP90AB1
HSPA4,Heat Shock Protein Family A (Hsp70) Member 4,ENSG00000170606,3308,no,no,yes,no,HSPA4
HSPA8,Heat Shock Protein Family A (Hsp70) Member 8,ENSG00000109971,3312,no,no,yes,no,HSPA8
HSPA9,Heat Shock Protein Family A (Hsp70) Member 9,ENSG00000113013,3313,no,no,yes,no,HSPA9
HTR5A,5-Hydroxytryptamine Receptor 5A,ENSG00000157219,3361,no,no,yes,no,HTR5A
HTR6,5-Hydroxytryptamine Receptor 6,ENSG00000158748,3362,no,no,yes,no,HTR6
HTRA2,HtrA Serine Peptidase 2,ENSG00000115317,27429,yes,yes,yes,no,HTRA2
HTT,Huntingtin,ENSG00000197386,3064,yes,no,yes,no,HTT
HUNK,Hormonally Up-Regulated Neu-Associated Kinase,ENSG00000142149,30811,no,yes,yes,no,HUNK
HYAL1,Hyaluronidase 1,ENSG00000114378,3373,yes,no,yes,no,HYAL1
HYLS1,HYLS1 Centriolar And Ciliogenesis Associated,ENSG00000198331,219844,yes,no,yes,no,HYLS1
IDH2,Isocitrate Dehydrogenase (NADP(+)) 2,ENSG00000182054,3418,no,no,yes,no,IDH2
IFIH1,Interferon Induced With Helicase C Domain 1,ENSG00000115267,64135,yes,yes,yes,no,IFIH1
IFT172,Intraflagellar Transport 172,ENSG00000138002,26160,yes,yes,yes,no,IFT172
IFT27,Intraflagellar Transport 27,ENSG00000100360,11020,yes,yes,yes,no,IFT27
IFT46,Intraflagellar Transport 46,ENSG00000118096,56912,no,yes,yes,no,IFT46
IFT74,Intraflagellar Transport 74,ENSG00000096872,80173,yes,yes,yes,no,IFT74
IFT88,Intraflagellar Transport 88,ENSG00000032742,8100,yes,yes,yes,no,IFT88
IGF1,Insulin Like Growth Factor 1,ENSG00000017427,3479,yes,yes,yes,no,IGF1
IGF2R,Insulin Like Growth Factor 2 Receptor,ENSG00000197081,3482,no,no,yes,no,IGF2R
IGFBP3,Insulin Like Growth Factor Binding Protein 3,ENSG00000146674,3486,no,no,yes,no,IGFBP3
IGSF10,Immunoglobulin Superfamily Member 10,ENSG00000152580,285313,yes,no,yes,no,IGSF10
IHH,Indian Hedgehog Signaling Molecule,ENSG00000163501,3549,yes,no,yes,no,IHH
IL17RD,Interleukin 17 Receptor D,ENSG00000144730,54756,yes,yes,yes,no,IL17RD
IL20RA,Interleukin 20 Receptor Subunit Alpha,ENSG00000016402,53832,yes,no,yes,no,IL20RA
IL5,Interleukin 5,ENSG00000113525,3567,no,no,yes,no,IL5
IMPDH1,Inosine Monophosphate Dehydrogenase 1,ENSG00000106348,3614,yes,yes,yes,yes,IMPDH1
INF2,Inverted Formin 2,ENSG00000203485,64423,no,yes,yes,yes,INF2
ING3,Inhibitor Of Growth Family Member 3,ENSG00000071243,54556,no,no,yes,no,ING3
INPP5F,Inositol Polyphosphate-5-Phosphatase F,ENSG00000198825,22876,no,no,yes,no,INPP5F
INS,Insulin,ENSG00000254647,3630,yes,yes,yes,no,INS
INSL3,Insulin Like 3,ENSG00000248099,3640,yes,no,yes,no,INSL3
IQCB1,IQ Motif Containing B1,ENSG00000173226,9657,yes,yes,yes,yes,IQCB1
IRF6,Interferon Regulatory Factor 6,ENSG00000117595,3664,yes,yes,yes,no,IRF6
ISL1,ISL LIM Homeobox 1,ENSG00000016082,3670,yes,no,yes,no,ISL1
IVD,Isovaleryl-CoA Dehydrogenase,ENSG00000128928,3712,yes,no,yes,no,IVD
JAG1,Jagged Canonical Notch Ligand 1,ENSG00000101384,182,yes,yes,yes,yes,JAG1
JMJD1C,Jumonji Domain Containing 1C,ENSG00000171988,221037,yes,yes,yes,no,JMJD1C
KANSL1,KAT8 Regulatory NSL Complex Subunit 1,ENSG00000120071,284058,yes,yes,yes,no,KANSL1
KAT6B,Lysine Acetyltransferase 6B,ENSG00000156650,23522,yes,yes,yes,no,KAT6B
KATNB1,Katanin Regulatory Subunit B1,ENSG00000140854,10300,yes,yes,yes,no,KATNB1
KCNH2,Potassium Voltage-Gated Channel Subfamily H Member 2,ENSG00000055118,3757,no,yes,yes,no,KCNH2
KCNJ13,Potassium Inwardly Rectifying Channel Subfamily J Member 13,ENSG00000115474,3769,yes,yes,yes,yes,KCNJ13
KCNJ6,Potassium Inwardly Rectifying Channel Subfamily J Member 6,ENSG00000157542,3763,yes,no,yes,no,KCNJ6
KCNQ1,Potassium Voltage-Gated Channel Subfamily Q Member 1,ENSG00000053918,3784,yes,yes,yes,no,KCNQ1
KIAA0586,KIAA0586,ENSG00000100578,9786,yes,yes,yes,no,KIAA0586
KIAA0753,KIAA0753,ENSG00000198920,9851,yes,yes,yes,no,KIAA0753
KIF14,Kinesin Family Member 14,ENSG00000118193,9928,yes,no,yes,no,KIF14
KIF1A,Kinesin Family Member 1A,ENSG00000130294,547,yes,yes,yes,yes,KIF1A
KIF21A,Kinesin Family Member 21A,ENSG00000139116,55605,yes,yes,yes,yes,KIF21A
KIF3A,Kinesin Family Member 3A,ENSG00000131437,11127,no,no,yes,no,KIF3A
KIF7,Kinesin Family Member 7,ENSG00000166813,374654,yes,yes,yes,no,KIF7
KISS1,KiSS-1 Metastasis Suppressor,ENSG00000170498,3814,yes,yes,yes,no,KISS1
KISS1R,KISS1 Receptor,ENSG00000116014,84634,yes,yes,yes,no,KISS1R
KLB,Klotho Beta,ENSG00000134962,152831,yes,no,yes,no,KLB
KMT2C,Lysine Methyltransferase 2C,ENSG00000055609,58508,yes,yes,yes,no,KMT2C
KMT2D,Lysine Methyltransferase 2D,ENSG00000167548,8085,yes,yes,yes,yes,KMT2D
KNG1,Kininogen 1,ENSG00000113889,3827,yes,yes,yes,no,KNG1
KRAS,"KRAS Proto-Oncogene, GTPase",ENSG00000133703,3845,yes,yes,yes,yes,KRAS
KREMEN1,Kringle Containing Transmembrane Protein 1,ENSG00000183762,83999,no,no,yes,no,KREMEN1
LCA5,Lebercilin LCA5,ENSG00000135338,167691,yes,yes,yes,yes,LCA5
LCN1,Lipocalin 1,ENSG00000160349,3933,no,no,yes,no,LCN1
LEP,Leptin,ENSG00000174697,3952,yes,yes,yes,no,LEP
LEPR,Leptin Receptor,ENSG00000116678,3953,yes,no,yes,no,LEPR
LGALS4,Galectin 4,ENSG00000171747,3960,no,no,yes,no,LGALS4
LGI1,Leucine Rich Glioma Inactivated 1,ENSG00000108231,9211,yes,yes,yes,no,LGI1
LHB,Luteinizing Hormone Subunit Beta,ENSG00000104826,3972,yes,no,yes,no,LHB
LHCGR,Luteinizing Hormone/Choriogonadotropin Receptor,ENSG00000138039,3973,yes,no,yes,no,LHCGR
LHX2,LIM Homeobox 2,ENSG00000106689,9355,no,no,yes,no,LHX2
LHX3,LIM Homeobox 3,ENSG00000107187,8022,yes,yes,yes,no,LHX3
LHX4,LIM Homeobox 4,ENSG00000121454,89884,yes,yes,yes,no,LHX4
LHX5,LIM Homeobox 5,ENSG00000089116,64211,no,no,yes,no,LHX5
LHX6,LIM Homeobox 6,ENSG00000106852,26468,no,no,yes,no,LHX6
LIAS,Lipoic Acid Synthetase,ENSG00000121897,11019,yes,no,yes,no,LIAS
LIF,LIF Interleukin 6 Family Cytokine,ENSG00000128342,3976,no,yes,yes,no,LIF
LIMS2,LIM Zinc Finger Domain Containing 2,ENSG00000072163,55679,no,no,yes,no,LIMS2
LIPT1,Lipoyltransferase 1,ENSG00000144182,51601,yes,no,yes,no,LIPT1
LMBR1,Limb Development Membrane Protein 1,ENSG00000105983,64327,yes,no,yes,no,LMBR1
LOX,Lysyl Oxidase,ENSG00000113083,4015,yes,no,yes,no,LOX
LOXL2,Lysyl Oxidase Like 2,ENSG00000134013,4017,no,no,yes,no,LOXL2
LRAT,Lecithin Retinol Acyltransferase,ENSG00000121207,9227,yes,yes,yes,yes,LRAT
LRP10,LDL Receptor Related Protein 10,ENSG00000197324,26020,no,no,yes,no,LRP10
LRP2,LDL Receptor Related Protein 2,ENSG00000081479,4036,yes,yes,yes,no,LRP2
LRP5,LDL Receptor Related Protein 5,ENSG00000162337,4041,yes,yes,yes,no,LRP5
LRP6,LDL Receptor Related Protein 6,ENSG00000070018,4040,no,no,yes,no,LRP6
LRRC37A,Leucine Rich Repeat Containing 37A,ENSG00000176681,9884,no,no,yes,no,LRRC37A
LRRC37A2,Leucine Rich Repeat Containing 37 Member A2,ENSG00000238083,474170,no,yes,yes,no,LRRC37A2
LRRK1,Leucine Rich Repeat Kinase 1,ENSG00000154237,79705,no,no,yes,no,LRRK1
LRRK2,Leucine Rich Repeat Kinase 2,ENSG00000188906,120892,yes,yes,yes,no,LRRK2
LSM11,,ENSG00000155858,134353,yes,no,yes,no,LSM11
LSM12,,ENSG00000161654,124801,no,no,yes,no,LSM12
LZTFL1,Leucine Zipper Transcription Factor Like 1,ENSG00000163818,54585,yes,yes,yes,no,LZTFL1
LZTR1,Leucine Zipper Like Post Translational Regulator 1,ENSG00000099949,8216,yes,yes,yes,yes,LZTR1
MACROD2,Mono-ADP Ribosylhydrolase 2,ENSG00000172264,140733,yes,yes,yes,no,MACROD2
MAF,MAF BZIP Transcription Factor,ENSG00000178573,4094,yes,yes,yes,no,MAF
MAP1A,Microtubule Associated Protein 1A,ENSG00000166963,4130,no,no,yes,no,MAP1A
MAP2K1,Mitogen-Activated Protein Kinase Kinase 1,ENSG00000169032,5604,yes,yes,yes,no,MAP2K1
MAP2K2,Mitogen-Activated Protein Kinase Kinase 2,ENSG00000126934,5605,yes,yes,yes,no,MAP2K2
MAPK3,Mitogen-Activated Protein Kinase 3,ENSG00000102882,5595,yes,no,yes,no,MAPK3
MAPT,Microtubule Associated Protein Tau,ENSG00000186868,4137,yes,no,yes,yes,MAPT
MARCHF5,Membrane Associated Ring-CH-Type Finger 5,ENSG00000198060,54708,yes,no,yes,no,MARCHF5
MAT1A,Methionine Adenosyltransferase 1A,ENSG00000151224,4143,no,no,yes,no,MAT1A
MATN4,Matrilin 4,ENSG00000124159,8785,yes,no,yes,no,MATN4
MBD6,Methyl-CpG Binding Domain Protein 6,ENSG00000166987,114785,no,no,yes,no,MBD6
MC4R,Melanocortin 4 Receptor,ENSG00000166603,4160,no,no,yes,no,MC4R
MCCC1,Methylcrotonyl-CoA Carboxylase Subunit 1,ENSG00000078070,56922,yes,no,yes,no,MCCC1
MDM2,MDM2 Proto-Oncogene,ENSG00000135679,4193,no,no,yes,no,MDM2
MEF2C,Myocyte Enhancer Factor 2C,ENSG00000081189,4208,yes,yes,yes,no,MEF2C
MEOX1,Mesenchyme Homeobox 1,ENSG00000005102,4222,no,yes,yes,no,MEOX1
MEPE,Matrix Extracellular Phosphoglycoprotein,ENSG00000152595,56955,no,yes,yes,no,MEPE
MERTK,"MER Proto-Oncogene, Tyrosine Kinase",ENSG00000153208,10461,yes,yes,yes,no,MERTK
MFF,Mitochondrial Fission Factor,ENSG00000168958,56947,yes,yes,yes,no,MFF
MFHAS1,Multifunctional ROCO Family Signaling Regulator 1,ENSG00000147324,9258,no,no,yes,no,MFHAS1
MFN1,Mitofusin 1,ENSG00000171109,55669,no,no,yes,no,MFN1
MFN2,Mitofusin 2,ENSG00000116688,9927,yes,yes,yes,yes,MFN2
MICAL1,"Microtubule Associated Monooxygenase, Calponin And LIM Domain Containing 1",ENSG00000135596,64780,no,yes,yes,no,MICAL1
MIDN,Midnolin,ENSG00000167470,90007,no,no,yes,no,MIDN
MITF,Melanocyte Inducing Transcription Factor,ENSG00000187098,4286,yes,yes,yes,no,MITF
MKKS,MKKS Centrosomal Shuttling Protein,ENSG00000125863,8195,yes,yes,yes,no,MKKS
MKRN3,Makorin Ring Finger Protein 3,ENSG00000179455,7681,yes,no,yes,yes,MKRN3
MKS1,MKS Transition Zone Complex Subunit 1,ENSG00000011143,54903,yes,yes,yes,no,MKS1
MLLT6,"MLLT6, PHD Finger Containing",ENSG00000275023,4302,yes,no,yes,no,MLLT6
MNX1,Motor Neuron And Pancreas Homeobox 1,ENSG00000130675,3110,yes,no,yes,no,MNX1
MON2,"MON2 Homolog, Regulator Of Endosome-To-Golgi Trafficking",ENSG00000061987,23041,no,no,yes,no,MON2
MOSMO,Modulator Of Smoothened,ENSG00000185716,730094,no,no,yes,no,MOSMO
MPV17,Mitochondrial Inner Membrane Protein MPV17,ENSG00000115204,4358,yes,yes,yes,yes,MPV17
MPZL1,Myelin Protein Zero Like 1,ENSG00000197965,9019,no,no,yes,no,MPZL1
MPZL3,Myelin Protein Zero Like 3,ENSG00000160588,196264,no,yes,yes,no,MPZL3
MRAS,Muscle RAS Oncogene Homolog,ENSG00000158186,22808,yes,yes,yes,no,MRAS
MRPS9,Mitochondrial Ribosomal Protein S9,ENSG00000135972,64965,no,no,yes,no,MRPS9
MRTFA,Myocardin Related Transcription Factor A,ENSG00000196588,57591,no,yes,yes,no,MRTFA
MSX1,Msh Homeobox 1,ENSG00000163132,4487,no,yes,yes,no,MSX1
MSX2,Msh Homeobox 2,ENSG00000120149,4488,yes,yes,yes,no,MSX2
MT1E,Metallothionein 1E,ENSG00000169715,4493,no,no,yes,no,MT1E
MTF1,Metal Regulatory Transcription Factor 1,ENSG00000188786,4520,no,no,yes,no,MTF1
MTIF2,Mitochondrial Translational Initiation Factor 2,ENSG00000085760,4528,no,no,yes,no,MTIF2
MTOR,Mechanistic Target Of Rapamycin Kinase,ENSG00000198793,2475,yes,yes,yes,no,MTOR
MTTP,Microsomal Triglyceride Transfer Protein,ENSG00000138823,4547,yes,no,yes,yes,MTTP
MUL1,Mitochondrial E3 Ubiquitin Protein Ligase 1,ENSG00000090432,79594,no,no,yes,no,MUL1
MYBPC3,Myosin Binding Protein C3,ENSG00000134571,4607,yes,yes,yes,no,MYBPC3
MYCBP2,MYC Binding Protein 2,ENSG00000005810,23077,yes,no,yes,no,MYCBP2
MYH6,Myosin Heavy Chain 6,ENSG00000197616,4624,no,yes,yes,no,MYH6
MYH7,Myosin Heavy Chain 7,ENSG00000092054,4625,yes,yes,yes,no,MYH7
MYL2,Myosin Light Chain 2,ENSG00000111245,4633,yes,yes,yes,no,MYL2
MYO7A,Myosin VIIA,ENSG00000137474,4647,yes,yes,yes,no,MYO7A
MYOC,Myocilin,ENSG00000034971,4653,yes,no,yes,no,MYOC
MYOZ1,Myozenin 1,ENSG00000177791,58529,no,no,yes,no,MYOZ1
MYOZ3,Myozenin 3,ENSG00000164591,91977,no,no,yes,no,MYOZ3
